,Ratings,Full_review
8685,4,Good product Love you mivi team..... Vera lavel.... Sound & bass.....
8686,5,Very nice product...
8687,5,hearphone is not working one side
8688,5,After use of 10 days sound quality is down. Sound is very low from one side.
8689,5,Review After Using 10 days Right side of headphone not working. Poor customer support.
8690,5,Don't buy this product.....the worst one ......Its calling speaker gets damaged in 10 days
8691,5,"great product, great battery backup"
8692,5,Very bad product do not buy
8693,5,Awesome purchase
8694,1,Amezing product
8695,1,Nyc
8696,1,Right ear stopped working within 5days of use..made in india indeed
8697,1,Bad product
8698,5,Poor battery backup
8699,1,Within 90 days charging issue.....its turning blue within one minute .....when we connect to phone its not stay less than one minute....totally waste don't buy this product
8700,5,Bad quality...
8701,5,I am loving it
8702,3,Its a 3rd grade product
8703,2,"This is defective peace ,i have return my money"
8704,1,Nice product Worth it
8705,1,Magnet is not working and left side is not working
8706,1,Its not working 😭
8707,1,Bad
8708,5,"Very poor quality, do not buy"
8709,1,"For Music listing sound is good, But in calling system sound quality not so good its continiously noise a background buzzy sound. And in music system whenever i voulme down total music sound too low,that mean music level 2,3,4 is too low for listing."
8710,5,Poor connectivity and phone call volume also tooo low waste of money
8711,4,Very comfortable to use... sound quality also superb.. go with made in INDIA...
8712,1,the device was not working during a call. If you wish wasting money and time buy this product.
8713,1,Bad
8714,1,Very bad.... Left speaker has been stopped.... First impression about mivi was worst...
8715,1,This product is very low quality Flipkart saler is change original product
8716,1,Don't buy sound is not good west of money
8717,1,"Bass quality and sound quality not upto tha mark , desgin iz also having some issues. Worst quality i want my refund back magnet not working properly wire is small after using some time it get hurts n ears."
8718,4,Useless product and very poor quality materials
8719,1,Bluetooth are not well...
8720,1,Bad
8721,1,Ordered 2 times . Got defective piece both the times
8722,1,"Sound quality is very poor max volume is also low, doesn't pair easy with all devices"
8723,1,Terrible product valume button is not working never buy this product . You can go for boat instead
8724,1,Charging in not given
8725,1,Low quality of sound
8726,1,Worst product ever
8727,1,Very bad product this product is auto disconnected verrrrryyyy verrrryyy bad product i will request anybody please dont like this product
8728,1,Connection issue occurred
8729,1,"Just bought it and only 1side is working, as same as china brands"
8730,1,Not nice but good product with this price segment
8731,1,I'm since since one week and facing problem that is if your phone connected with two device one laptop and other mivi collor then u r not able to do work in laptop...network gonna be a very slow....this is the worst drawback for me....purpose of purchasing is not fruit full
8732,1,"Voice quality is not good If you are addicted to listening songs in high quality Don't go with this , it will not satisfy you need"
8733,1,Head set not working
8734,1,Very bad sound quality
8735,1,"Giving 1star because Latency While Playing Games, Poor Sound Quality and Low Volume, also It doesn't charge fully (100%), which means earphones harge upto 90% only."
8736,1,just ok
8737,1,Very bad product
8738,4,Good Indian Product.
8739,1,Worst product. The other person could not hear me properly. The mic is very poor
8740,1,Bast Bluetooth earphones 💪💪💪💪 and strong
8741,1,"Worst quality. Indian brands just cheat customers. Lowering the price to attract them and downgrding the quality of product even more, simply cheating them.  I brought it at 999/-. Product is having manufacturing defeat and also the quality of output is decreasing post usage. They need to work on there quality control.  I would recommend to add some more amount and go for one plus/boat (i know both are Chinese brands) for both quality and also premium feel."
8742,1,Worst experience ever earphone are not working
8743,1,Defect pice Third class item
8744,1,Don't buy it
8745,5,Very good quality to mivi collar very good quality sound It charges in the shortest time and lasts for at least 4 days Very good quality
8746,1,Excellent.... Best Bluetooth Headset for this price
8747,5,There are compatibility issue with this MiVi collar classic headset with the Mobile phone..also there are some problems with the buttons..say for example..volume increase + button not functioning or you can say not much sensitive as you expect...this product is not promising as other MiVi products..
8748,1,Well... I'm using this kind of neckband for the first time. And I'm also using bluetooth speaker of Mivi and I'm very much convinced about the product qualities given by MIVI. This collar classic is surprising me in all the senses of sound quality. Great sound quality for the music lovers. Thanks MIVI
8749,1,Sound quality of the product is too good
8750,1,Nice
8751,1,Very nice product
8752,5,Good sound quality
8753,4,Noise cancellation is good 4/5 Sound is amazing 4/5 Quality of voice os good 4/5 Quality of material good 5/5 Design 4/5 Comfortable 5/5 Worthy for money 5/5
8754,3,Excellent product
8755,5,Just received. Started to use immediately. Very good.
8756,5,I bought this earphone as my budget is not that high and want indian brand after using it the product is really good the sound and build quality is just unbelievable at this range the battery life is superb
8757,5,*Sound Quality is great. *Amazing Connectivity. *Very Light weight. *Pairing is fast *Bass is very good . To impressive.
8758,5,Excellent one
8759,5,Sound is very neutral not too much and loud and not too much low. Ergonomic design so which don't do panic in your ears. Battery life is also very long. Sound quality and base is perfect which you love❤.
8760,5,"- I am fully satisfied with this neck band, build quality, connectivity, battery backup, sound and bass everything is superb. - Features like splash and dust proof and magnetic locking makes this earphone value for money. - Recommend."
8761,5,Such a masterpiece earphones. Really loved the design and fit. Voice is just dope and batter backup is out of the box. Lovely peice.
8762,5,"i am personally used it so am telling it, it's good quality and noise cancelling one, quality is credible"
8763,5,"The battery life is so goood. It's been a week since it got delivered, been using it everyday yet there's still battery left. It has noise cancellation. You can pick up, end calls, change or play music. Worth the money. Love it"
8764,5,Great bluetooth affordable neckband. Battery is also long lasting. The best part is that it is Made in India ❤️
